SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
SA69,2100 SUNSET BLVD,Single-Space,FLAT,$1.50,15MIN,"(34.077638, -118.26593)"
MD99,2050 MARENGO ST,Single-Space,FLAT,$1.50,2HR,"(34.056324, -118.206977)"
BF40,401 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.078679, -118.361551)"
WW2712,3501 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059792, -118.303918)"
ED47,500 CERES AVE,Single-Space,FLAT,$1.00,4HR,"(34.041034, -118.240185)"
WS476,1601 SEPULVEDA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.048834, -118.445482)"
SL146,3000 ROWENA AVE,Single-Space,FLAT,$1.50,2HR,"(34.108866, -118.270542)"
CB305,150 14TH ST,Single-Space,FLAT,$1.00,4HR,"(34.035273, -118.262116)"
WB234,2100 GRAND AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.030093, -118.269852)"
SVV491,4700 WILLOW BROOK AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.089373, -118.294272)"
WA1316,201 GRAND VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.064391, -118.274506)"
UC191,3500 CAHUENGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.134353, -118.358926)"
LM466A,300 DETROIT ST,Single-Space,FLAT,$1.50,2HR,"(34.076624, -118.345086)"
PM169,3800 DELMAS TER,Single-Space,FLAT,$1.50,1HR,"(34.023644, -118.397598)"
SW286,5701 MELROSE AVE,Single-Space,FLAT,$1.50,1HR,"(34.083565, -118.325287)"
WB550,500 18TH ST,Single-Space,FLAT,$1.00,4HR,"(34.035673, -118.270828)"
WA998,2100 OLYMPIC BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051994, -118.280779)"
PC34,4301 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048241, -118.330189)"
MD897,1201 CUMMINGS ST,Single-Space,FLAT,$1.50,4HR,"(34.058931, -118.205638)"
ER114,5000 CASPAR AVE,Single-Space,FLAT,$1.50,1HR,"(34.138274, -118.21302)"
WA740,2500 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.0603, -118.28122)"
WF265,300 EDINBURGH AVE,Single-Space,FLAT,$1.50,2HR,"(34.07163, -118.363685)"
SW39,1001 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.08871, -118.309277)"
CC378,300 OLIVE ST,Single-Space,TOD,$1.50 - $3.00,2HR,"(34.051437, -118.250893)"
ED89,901 8TH ST,Single-Space,FLAT,$1.00,4HR,"(34.036341, -118.246429)"
AE554,401 GAREY ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051581, -118.234368)"
SV411B,1200 VINE ST,Single-Space,FLAT,$1.00,2HR,"(34.093187, -118.326516)"
MD141,1801 MARENGO ST,Single-Space,FLAT,$1.50,4HR,"(34.058489, -118.211408)"
WF614,8401 BLACKBURN AVE,Single-Space,FLAT,$1.50,1HR,"(34.072417, -118.375729)"
PR73,1101 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.055874, -118.383812)"
VH56,1700 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.102872, -118.291677)"
VW162,2900 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.057655, -118.291145)"
CB1657,900 LOS ANGELES ST,Single-Space,TOD,$1.50 - $6.00,2HR,"(34.040155, -118.254838)"
PB236,5800 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051058, -118.364853)"
CC286,100 HOPE ST,Single-Space,TOD,$1.50 - $3.00,30MIN,"(34.058292, -118.247935)"
SL360,3901 FOUNTAIN AVE,Single-Space,FLAT,$1.50,2HR,"(34.095873, -118.278393)"
SW49,1000 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.089792, -118.309036)"
SVV325,4201 MELROSE AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.083667, -118.293558)"
WW1758,600 SERRANO AVE,Single-Space,FLAT,$1.50,1HR,"(34.062239, -118.306494)"
BF283,700 FAIRFAX AVE,Single-Space,FLAT,$1.50,1HR,"(34.084966, -118.36127)"
VS535,4701 LEXINGTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.093506, -118.292084)"
P283,16700 BOLLINGER DR,Single-Space,FLAT,$1.00,2HR,"(34.047828, -118.544801)"
HO958,1700 WHITLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,"(34.102969, -118.333266)"
CB3767,1601 LOS ANGELES ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.032746, -118.261879)"
LT308,300 BOYD ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.046952, -118.243682)"
SV31,1501 IVAR AVE,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.099523, -118.328409)"
CB1267A,1100 GRAND AVE,Single-Space,FLAT,$1.00,4HR,"(34.040421, -118.262915)"
WS234,1801 WESTWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.049138, -118.436398)"
WU144,1501 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.056824, -118.268505)"
GA120,3501 GARDEN AVE,Single-Space,FLAT,$1.50,2HR,"(34.117433, -118.260979)"
MM543B,401 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.066125, -118.344145)"
CB1298,901 GRAND AVE,Single-Space,TOD,$4.00 - $6.00,4HR,"(34.043951, -118.259897)"
CB64,200 OLYMPIC BLVD,Single-Space,TOD,$3.00 - $6.00,2HR,"(34.039181, -118.255581)"
GA261,2900 LOS FELIZ BLVD,Single-Space,FLAT,$1.50,2HR,"(34.12622, -118.263128)"
LT208,201 SAN PEDRO ST,Single-Space,FLAT,$1.00,2HR,"(34.047911, -118.242406)"
VW369,601 CATALINA ST,Single-Space,FLAT,$1.50,1HR,"(34.062359, -118.295439)"
61445,70 WINDWARD AVE,Multi-Space,TOD,$0.50 - $1.50,1HR,"(33.987487, -118.472472)"
PR183,1400 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053372, -118.383799)"
WF532,500 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.0684, -118.374424)"
MM484,5601 4TH ST,Single-Space,FLAT,$1.50,1HR,"(34.066934, -118.343607)"
VW546,600 VIRGIL AVE,Single-Space,FLAT,$1.50,2HR,"(34.062615, -118.286938)"
AE552,401 GAREY ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051697, -118.234346)"
SL45,2601 HYPERION AVE,Single-Space,FLAT,$1.50,2HR,"(34.10598, -118.27274)"
WW1952,3700 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059616, -118.308553)"
MM786,5600 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062264, -118.351157)"
LT497,101 CENTRAL AVE,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.048797, -118.23929)"
BH263,1800 1ST ST,Single-Space,FLAT,$1.50,1HR,"(34.046838, -118.218302)"
WA320,2100 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.055127, -118.278579)"
CB3850,800 SANTEE ST,Single-Space,TOD,$5.00 - $6.00,2HR,"(34.040982, -118.252033)"
ED687,801 10TH ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.034088, -118.249248)"
SL441,2700 SUNSET BLVD,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.081074, -118.271057)"
CC760,301 FREMONT AVE,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.06044, -118.24999)"
WV682,10801 WEYBURN AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062318, -118.443229)"
MM100A,700 BURNSIDE AVE,Single-Space,FLAT,$1.50,2HR,"(34.061913, -118.349495)"
SVV290,801 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.087499, -118.291849)"
BH54,2301 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.50,1HR,"(34.047038, -118.2081)"
VW1379,651 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.060785, -118.294224)"
WW1174,3601 6TH ST,Single-Space,FLAT,$1.50,2HR,"(34.063642, -118.302131)"
LM505,7301 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076249, -118.350565)"
WF457,6300 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.063472, -118.366874)"
52202,1150 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.025398, -118.290812)"
52421,620 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.022408, -118.281344)"
LM143,7001 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083517, -118.343378)"
LC6,700 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.083971, -118.376379)"
MM232,601 DUNSMUIR AVE,Single-Space,FLAT,$1.50,2HR,"(34.062845, -118.348348)"
WA106,1901 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.057057, -118.273755)"
LC55,900 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.088269, -118.376311)"
ED130A,1200 8TH ST,Single-Space,FLAT,$1.00,4HR,"(34.034153, -118.244073)"
SVV76,900 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.088013, -118.291607)"
WA884,650 PARK VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.058921, -118.279864)"
CB2816,401 4TH ST,Single-Space,TOD,$3.00 - $6.00,4HR,"(34.050515, -118.250699)"
VW222,3001 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.059863, -118.289869)"
VN705,14300 SYLVAN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.184589, -118.445917)"
VW726,3301 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.061874, -118.296332)"
SV304,6300 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097893, -118.328287)"
CC1027,800 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,4HR,"(34.061958, -118.24564)"
RA89,301 ROBERTSON BLVD,Single-Space,FLAT,$2.50,2HR,"(34.072989, -118.383857)"
CB1024,1000 MAIN ST,Single-Space,TOD,$1.00 - $5.00,4HR,"(34.039355, -118.257783)"
CB4273,1001 SAN JULIAN ST,Single-Space,TOD,$0.50 - $1.00,4HR,"(34.036527, -118.252683)"
SS345A,11600 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.043971, -118.455274)"
SL524,2500 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.102655, -118.259074)"
WW2581A,200 ALEXANDRIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.075902, -118.29828)"
L101,100 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.073989, -118.323515)"
CB446,200 PICO BLVD,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.035333, -118.258748)"
WS40,1500 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.053065, -118.439668)"
ED441,1100 PICO BLVD,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.029907, -118.247487)"
C554,3001 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.024211, -118.278681)"
CB1187,1200 OLIVE ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.038658, -118.262848)"
WV85,10900 KINROSS AVE,Single-Space,TOD,$0.50 - $3.00,15MIN,"(34.060292, -118.446205)"
56258,11006 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.048371, -118.441261)"
56843,10410 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.056868, -118.424467)"
CB2047A,301 14TH ST,Single-Space,FLAT,$1.00,2HR,"(34.034016, -118.258743)"
CB2496,600 WALL ST,Single-Space,FLAT,$1.00,4HR,"(34.042265, -118.24814)"
CP89,21901 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.20113, -118.604689)"
LP257,3400 43RD ST,Single-Space,FLAT,$1.50,2HR,"(34.005911, -118.332579)"
WP66,100 WASHINGTON BLVD,Single-Space,TOD,$0.50 - $2.00,1HR,"(33.979931, -118.465085)"
SH284,1000 LAS PALMAS AVE,Single-Space,FLAT,$1.50,4HR,"(34.089432, -118.336204)"
BF701,601 CRESCENT HEIGHTS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.083086, -118.365987)"
PC126,3800 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.047385, -118.32284)"
VW343,600 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.062251, -118.294061)"
SVV109,4600 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090789, -118.290528)"
WU986A,601 ST PAUL AVE,Single-Space,FLAT,$1.50,1HR,"(34.053125, -118.261243)"
AE214,101 HEWITT ST,Single-Space,FLAT,$1.50,2HR,"(34.04809, -118.236173)"
WA890,650 PARK VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.059202, -118.279679)"
PB40,5001 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.04802, -118.348378)"
BF83,7900 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.075996, -118.363103)"
R35,18401 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201233, -118.53497)"
VW465,651 WILSHIRE PL,Single-Space,FLAT,$1.50,2HR,"(34.060941, -118.287906)"
LH202,2401 DALY ST,Single-Space,FLAT,$1.50,1HR,"(34.074837, -118.215774)"
VW226,3001 7TH ST,Single-Space,FLAT,$1.50,2HR,"(34.05986, -118.29052)"
VN499,14500 ERWIN ST,Single-Space,FLAT,$1.50,2HR,"(34.183587, -118.450674)"
VN132,14501 HAYNES ST,Single-Space,FLAT,$1.50,2HR,"(34.189745, -118.450561)"
WW2328,1201 IROLO ST,Single-Space,FLAT,$1.50,2HR,"(34.047421, -118.30109)"
CS73,5400 CRENSHAW BLVD,Single-Space,FLAT,$1.50,2HR,"(33.991841, -118.330556)"
LC25B,800 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.085648, -118.37635)"
WH135,5401 ALHAMA DR,Single-Space,FLAT,$1.50,2HR,"(34.167578, -118.592668)"
WA1325,401 GRAND VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.063048, -118.275365)"
SV383,1400 COLE PL,Single-Space,FLAT,$1.00,2HR,"(34.097325, -118.33021)"
SA76,2100 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.077299, -118.264734)"
VN117,14501 HAYNES ST,Single-Space,FLAT,$1.50,2HR,"(34.189744, -118.449185)"
WU126A,501 COLUMBIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.056045, -118.266218)"
VW649,3200 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.061682, -118.293377)"
L70,101 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.073616, -118.323754)"
CB578,301 12TH ST,Single-Space,FLAT,$7.00,2HR,"(34.035868, -118.256569)"
WH124,5400 ALHAMA DR,Single-Space,FLAT,$1.50,2HR,"(34.167992, -118.592404)"
VW1386,651 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.060035, -118.29422)"
52303,3415 FIGUEROA ST,Multi-Space,FLAT,$1.50,4HR,"(34.021417, -118.28044)"
SS202,11701 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.043455, -118.457021)"
CB2923,600 HILL ST,Single-Space,TOD,$2.00 - $5.00,2HR,"(34.046318, -118.253947)"
CB4173,1401 MYRTLE ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.032466, -118.256795)"
OF12A,1001 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.056759, -118.364574)"
WW199,201 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.075452, -118.309247)"
WS118,1201 GLENDON AVE,Single-Space,FLAT,$1.50,2HR,"(34.05791, -118.442097)"
LM366,7200 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.08342, -118.347242)"
L9,201 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.075996, -118.323764)"
PB346,1401 CLOVERDALE AVE,Single-Space,FLAT,$1.50,2HR,"(34.047913, -118.351706)"
LM650,101 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.072063, -118.344152)"
SV155,6601 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.098085, -118.333556)"
WS833,10800 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.049784, -118.43585)"
WW803,601 MARIPOSA AVE,Single-Space,FLAT,$1.50,1HR,"(34.062384, -118.299286)"
SS323,11700 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.042975, -118.457541)"
WF602,8401 4TH ST,Single-Space,FLAT,$1.50,2HR,"(34.071619, -118.376149)"
MM249,601 BURNSIDE AVE,Single-Space,FLAT,$1.50,2HR,"(34.062865, -118.349404)"
BF97,101 FAIRFAX AVE,Single-Space,FLAT,$1.50,1HR,"(34.075264, -118.361529)"
SW551,5000 MARATHON ST,Single-Space,FLAT,$1.50,2HR,"(34.08443, -118.308815)"
CB2517A,500 WALL ST,Single-Space,TOD,$1.50 - $4.00,4HR,"(34.044428, -118.246142)"
WW1858,3800 INGRAHAM ST,Single-Space,FLAT,$1.50,2HR,"(34.060617, -118.309428)"
SH215,1000 MANSFIELD AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.090396, -118.340367)"
BH144,400 CUMMINGS ST,Single-Space,FLAT,$1.50,30MIN,"(34.048808, -118.212747)"
WV261,901 WESTWOOD BLVD,Single-Space,TOD,$2.00 - $3.00,15MIN,"(34.063181, -118.445495)"
WA910,501 BENTON WAY,Single-Space,FLAT,$1.50,2HR,"(34.063046, -118.282065)"
WA39,1901 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.055847, -118.275256)"
VN674,6201 TYRONE AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.183781, -118.444448)"
AE71,201 ROSE ST,Single-Space,FLAT,$1.50,2HR,"(34.04603, -118.237134)"
SVV324,4201 MELROSE AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.083668, -118.293498)"
MM673,5451 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.06242, -118.347976)"
P339,17300 SUNSET BLVD,Single-Space,FLAT,$1.00,30MIN,"(34.040463, -118.553584)"
HW473,5600 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.101628, -118.312713)"
P133,15200 LA CRUZ DR,Single-Space,FLAT,$1.00,1HR,"(34.045679, -118.524751)"
VW134,2801 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.055965, -118.289624)"
MM93,701 BURNSIDE AVE,Single-Space,FLAT,$1.50,2HR,"(34.061643, -118.349746)"
PC198,3601 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.047327, -118.320336)"
WU257,1001 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.051855, -118.262105)"
VW773,500 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.06502, -118.291515)"
WV228,10901 WEYBURN AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062664, -118.446035)"
CB2243,1201 SAN JULIAN ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.033602, -118.25505)"
SV762,1301 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.09593, -118.338759)"
WW1948,700 HOBART BLVD,Single-Space,FLAT,$1.50,2HR,"(34.058034, -118.305268)"
WU682,700 BURLINGTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.053641, -118.27423)"
SS56,1500 BUTLER AVE,Single-Space,FLAT,$1.50,2HR,"(34.045773, -118.452039)"
BF346,8000 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083665, -118.36511)"
WA1668,1201 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.047732, -118.282512)"
TZ16,18301 VENTURA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.167616, -118.532822)"
CT128,201 COLLEGE ST,Single-Space,FLAT,$1.00,4HR,"(34.063824, -118.236385)"
CB4315,201 12TH ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.039144, -118.261644)"
SP468,600 PALOS VERDES ST,Single-Space,FLAT,$1.50,2HR,"(33.738413, -118.281286)"
CB3206,101 8TH ST,Single-Space,FLAT,$7.00,2HR,"(34.042206, -118.252491)"
SL450,2600 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.080104, -118.270123)"
SVV84,900 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.089107, -118.291611)"
MD397,1600 EASTLAKE AVE,Single-Space,FLAT,$1.50,4HR,"(34.064207, -118.206263)"
CB411,1500 LOS ANGELES ST,Single-Space,FLAT,$1.00,2HR,"(34.033177, -118.261291)"
CB1106,101 12TH ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.038594, -118.260788)"
CC1463,300 MAIN ST,Single-Space,TOD,$1.50 - $3.00,4HR,"(34.048741, -118.246511)"
CB720A,801 MAPLE AVE,Single-Space,TOD,$2.00 - $5.00,2HR,"(34.039849, -118.252403)"
WU588,1600 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.054191, -118.272008)"
WV38,1001 GAYLEY AVE,Single-Space,TOD,$1.50 - $3.00,2HR,"(34.061442, -118.447682)"
VN253,14501 VICTORY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.18677, -118.450441)"
CB3783,600 LOS ANGELES ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.044149, -118.249334)"
SW409,5200 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090712, -118.304225)"
56323,10931 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.049161, -118.439619)"
MM533,301 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.067686, -118.344146)"
SV203,6600 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.097884, -118.334513)"
VS560,1500 KENMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.099286, -118.297164)"
WW584,651 ARDMORE AVE,Single-Space,FLAT,$1.50,2HR,"(34.060291, -118.302065)"
SL278,3201 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.085865, -118.274902)"
LC324,301 FLORES ST,Single-Space,FLAT,$1.50,2HR,"(34.076422, -118.371126)"
SV449,1401 EL CENTRO AVE,Single-Space,FLAT,$1.00,2HR,"(34.097448, -118.323783)"
WP81A,3201 VIA DOLCE,Single-Space,TOD,$0.50 - $1.50,2HR,"(33.979995, -118.462716)"
WW2039,601 GRAMERCY PL,Single-Space,FLAT,$1.50,2HR,"(34.062256, -118.312879)"
CT225,701 NORTH BROADWAY,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.061525, -118.238828)"
SS542,11401 IOWA AVE,Single-Space,FLAT,$1.50,2HR,"(34.04406, -118.449707)"
SV520,6001 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.098137, -118.320315)"
66122,6353 HOLLYWOOD BLVD,Multi-Space,TOD,$1.00 - $3.00,2HR,"(34.101695, -118.328627)"
SVV309,700 VIRGIL AVE,Single-Space,FLAT,$1.50,1HR,"(34.084247, -118.28674)"
VN292,14501 FRIAR ST,Single-Space,FLAT,$1.50,2HR,"(34.185734, -118.450131)"
SVV260,4801 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090951, -118.294091)"
SL129,2500 HYPERION AVE,Single-Space,FLAT,$1.50,2HR,"(34.105173, -118.27283)"
CC1036,800 CESAR E CHAVEZ AVE,Single-Space,FLAT,$1.00,4HR,"(34.061359, -118.244934)"
CT60,600 NEW HIGH ST,Single-Space,FLAT,$1.00,15MIN,"(34.059714, -118.238725)"
ED598A,1101 CROCKER ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.033539, -118.251383)"
WA410,800 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.053584, -118.278542)"
WU1054,501 BEAUDRY AVE,Single-Space,FLAT,$1.50,4HR,"(34.053359, -118.259659)"
HO116,1600 SCHRADER BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.10077, -118.332408)"
CB1758,201 12TH ST,Single-Space,TOD,$0.50 - $5.00,2HR,"(34.036482, -118.257547)"
LM265B,7251 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083601, -118.348018)"
SG54,1401 STANLEY AVE,Single-Space,FLAT,$1.50,4HR,"(34.097616, -118.356263)"
CB3352,500 9TH ST,Single-Space,TOD,$1.00 - $6.00,2HR,"(34.038527, -118.251802)"
SL103,2300 HYPERION AVE,Single-Space,FLAT,$1.50,4HR,"(34.10267, -118.272934)"
CB590,200 11TH ST,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.037964, -118.256493)"
WW1842,3801 INGRAHAM ST,Single-Space,FLAT,$1.50,2HR,"(34.060737, -118.309573)"
CB23,700 5TH ST,Single-Space,TOD,$5.00 - $7.00,2HR,"(34.050952, -118.255234)"
CT272,800 HILL ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.063759, -118.238941)"
VW1449,400 SHATTO PL,Single-Space,FLAT,$1.50,2HR,"(34.066275, -118.289855)"
WW1709,501 SERRANO AVE,Single-Space,FLAT,$1.50,1HR,"(34.063803, -118.306675)"
AE668,100 ALAMEDA ST,Single-Space,FLAT,$1.50,2HR,"(34.047856, -118.23796)"
VW1708,2400 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047181, -118.291075)"
CB4215,500 15TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.031341, -118.256745)"
WA1292,200 GRAND VIEW ST,Single-Space,FLAT,$1.50,2HR,"(34.064344, -118.274388)"
BF309,700 HAYWORTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.084147, -118.362619)"
WB232,2200 GRAND AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.029685, -118.270113)"
P316,101 WEST CHANNEL ROAD,Single-Space,FLAT,$1.00,1HR,"(34.029061, -118.518247)"
SV219,6500 SUNSET BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.097888, -118.331894)"
WW349,3951 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.0636, -118.310095)"
LT172,101 SAN PEDRO ST,Single-Space,FLAT,$4.00,2HR,"(34.049716, -118.241615)"
WS618,1600 PANDORA AVE,Single-Space,FLAT,$1.50,2HR,"(34.057117, -118.42536)"
PB110,5351 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.04853, -118.355312)"
WW2642,3401 SAN MARINO ST,Single-Space,FLAT,$1.50,2HR,"(34.054505, -118.308507)"
WF63A,100 SWEETZER AVE,Single-Space,FLAT,$1.50,2HR,"(34.073011, -118.369938)"
WU925,1600 OLYMPIC BLVD,Single-Space,FLAT,$1.50,2HR,"(34.049391, -118.274889)"
PR359,1101 ELM DR,Single-Space,FLAT,$1.50,30MIN,"(34.055619, -118.394974)"
VS3,4600 LEXINGTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.093388, -118.291311)"
PM46,3201 MOTOR AVE,Single-Space,FLAT,$1.50,1HR,"(34.029628, -118.411133)"
BF694,600 KILKEA DR,Single-Space,FLAT,$1.50,2HR,"(34.083377, -118.366878)"
WS153,10901 WELLWORTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.056933, -118.443231)"
